dateTime,country,city,region,screenRed,surveyType,purposeProductInfo,purposeBuyFromSite,purposeComparePricing,purposeInfoAndResources,purposeInfoOnOrder,purposeOther,taskFindWhatLookingFor,concernShippingCost,concernDeliverySpeed,concernWarranties,concernEaseToReturnProduct,concernProductSafety,concernRightForMyChild,concernProductQuality,concernProductEffectiveness,concernOther,concernNone,intentWasPlanningToBuy,profile,whenSiteUsed,purchasedBefore,purchasedWhen,productKnewWhatWanted,productSiteHasWhatWanted,purchaseExpectInNextMonth,siteFirstHeardAbout,age,gender,behavNumVisits,behavReferral,behavPageviews,behavHomePage,behavDetailProdA,behavDetailProdB,behavDetailProdC,behavAnySolution,behavAnySale,behavCart,behavConversion
8/8/2014 22:44,United States,Abilene,TX,1366x768,At Arrival and Exit,Products,,,Resources,,,Most or all of it,,,,,,,,,,,,Parent,In the past month,"Yes, more than once",In the past year,Yes,,5,More than 1 year ago,35-44,Female,7,Social,4 to 6,0,0,0,0,0,0,0,0
8/8/2014 23:02,United States,Fort Wayne,IN,768x1024,At Arrival and Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,In the past year,No,,Yes,,2,In the past year,25-34,Female,1,Direct,4 to 6,0,1,0,0,0,0,0,0
8/8/2014 23:02,United States,Bellingham,WA,1280x800,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,,,,,,,2,Unbranded Search,4 to 6,0,0,1,0,0,0,0,0
8/8/2014 23:03,United States,Orlando,FL,600x1024,At Arrival and Exit,Products,,Compare pricing,Resources,,,Most or all of it,,,,,,Whether this is right for my child,,,Other,,,Parent,In the past week,No,,Somewhat,,4,In the past hour,35-44,Female,1,Unbranded Search,10+,0,0,0,0,1,0,0,0
8/8/2014 23:26,United States,Windsor,CA,1280x768,At Arrival and Exit,Products,,,Resources,,,Some of it,,,,,,,,,,,,Relative,Never. This is my first visit,,,Somewhat,,3,,65 or older,Female,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/8/2014 23:37,India,Hyderabad,2,1366x768,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,,3,,,,1,Unbranded Search,7 to 9,0,0,1,1,0,0,0,0
8/9/2014 0:44,United States,Mosheim,TN,768x1024,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Relative,Never. This is my first visit,,,Yes,"Yes, several of them",4,"Just now, from the website or survey",55-64,Male,1,Direct,10+,0,0,1,0,1,0,0,0
8/9/2014 1:19,United States,Danvers,MA,768x1024,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,None / no uncertainties,,Other,In the past month,No,,No,,1,In the past year,18-24,Female,2,Direct,4 to 6,1,1,0,1,0,0,0,0
8/9/2014 8:23,United States,Bethel,OH,768x1024,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Teacher,Never. This is my first visit,,,Yes,"Yes, several of them",3,In the past hour,55-64,Female,1,Social,1,0,0,0,0,0,0,0,0
8/9/2014 9:43,United States,Seattle,WA,768x1024,At Exit,Products,,,Resources,,,Some of it,,,,,,,,,,None / no uncertainties,,Parent,Never. This is my first visit,,,Somewhat,Not sure,3,,25-34,Female,1,Social,10+,1,0,1,0,0,0,0,0
8/9/2014 10:13,United States,Lancaster,PA,1440x900,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Relative,Never. This is my first visit,,,Somewhat,,3,,,,1,Unbranded Search,10+,0,1,0,0,1,1,0,0
8/9/2014 10:17,United States,Woodinville,WA,1600x900,At Arrival Only,Products,Buy from this site,,Resources,,,,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Somewhat,,4,,,,5,Unbranded Search,7 to 9,1,1,0,0,0,0,0,0
8/9/2014 10:52,United States,Frederick,MD,1920x1080,At Exit,Products,,Compare pricing,Resources,,,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,Not sure,4,In the past hour,35-44,Female,1,Referred,2 to 3,1,0,0,0,0,0,0,0
8/9/2014 11:36,United States,Denver,CO,768x1024,At Arrival Only,Products,Buy from this site,,Resources,,,,,,,,,,,,,,Partially (I was considering it),Teacher,In the past month,"Yes, more than once",In the past year,Somewhat,,4,,,,1,Unbranded Search,1,1,0,0,0,0,0,0,0
8/9/2014 12:02,Canada,,,1366x768,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Somewhat,"Yes, several of them",5,"Just now, from the website or survey",25-34,Female,5,Unbranded Search,10+,1,1,1,0,0,0,0,0
8/9/2014 13:16,United States,Tyler,TX,1536x864,At Exit,Products,,,,,,None of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,2,In the past week,,,2,Referred,10+,0,0,0,0,1,0,0,0
8/9/2014 13:33,Ukraine,Odessa,17,1366x768,At Exit,Products,Buy from this site,,,,,Some of it,,,,,,,,,,,No,Teacher,Never. This is my first visit,,,,,,,,,1,Direct,10+,1,0,1,0,0,0,0,0
8/9/2014 14:07,United Arab Emirates,Dubai,3,1366x768,At Arrival and Exit,,,,Resources,,,Most or all of it,,,,,,Whether this is right for my child,,,,,,Teacher,Never. This is my first visit,,,,,3,In the past hour,45-54,Female,1,Unbranded Search,7 to 9,1,0,1,0,0,0,0,0
8/9/2014 16:25,United States,Lagrange,GA,768x1024,At Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,,,,,1,Referred,7 to 9,1,1,0,0,0,0,0,0
8/9/2014 18:36,United States,Stockbridge,GA,1280x800,At Arrival and Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Parent,In the past year,No,,Somewhat,,4,In the past year,25-34,Female,4,Self Referred,4 to 6,0,0,0,0,0,0,1,1
8/9/2014 18:54,United States,Olean,NY,1600x900,At Exit,Products,,,Resources,,,Some of it,,,,,,,,,,,,Teacher,Never. This is my first visit,,,Yes,Not sure,,,,,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/9/2014 19:16,United States,Minneapolis,MN,1440x900,At Arrival and Exit,Products,,Compare pricing,Resources,,,None of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,1,Unbranded Search,7 to 9,1,0,1,1,0,0,0,0
8/9/2014 21:27,Nigeria,Abuja,31,1280x800,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,,,,,,,1,Direct,1,0,0,0,0,0,0,0,0
8/9/2014 22:05,United States,Van Buren,AR,1152x864,At Exit,,,Compare pricing,,,,,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,,,,,,,1,Unbranded Search,10+,1,0,0,0,0,0,0,0
8/9/2014 22:15,United States,Saint Paul,MN,1440x900,At Arrival and Exit,Products,,,,,,Some of it,,,,,,,,,,,,Teacher,Never. This is my first visit,,,No,,3,,,,1,Unbranded Search,4 to 6,0,1,0,0,0,0,0,0
8/10/2014 1:18,Australia,Melbourne,7,1600x900,At Arrival Only,,Buy from this site,,Resources,,,,,,,,,,,,,,No,Relative,Never. This is my first visit,,,Somewhat,,5,,,,1,Unbranded Search,2 to 3,0,0,0,0,0,0,0,0
8/10/2014 9:03,United States,Stevensville,MD,1536x864,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Friend/family friend,Never. This is my first visit,,,,,,,,,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/10/2014 9:45,United States,Highland,MI,1366x768,At Arrival Only,Products,Buy from this site,,Resources,,,,,,,,,,,,,,Partially (I was considering it),Parent,,,,Somewhat,,3,,,,1,Social,10+,1,1,0,1,0,0,0,0
8/10/2014 10:10,United States,Salt Lake City,UT,768x1024,At Exit,Products,,,Resources,,,Most or all of it,,,,,,,,,,,,Relative,,,,,,,,,,2,Unbranded Search,10+,1,1,0,0,0,0,1,1
8/10/2014 10:23,United States,Forest Hills,NY,1366x768,At Arrival Only,Products,,Compare pricing,Resources,,,,,,,,,,,,,,,Friend/family friend,Never. This is my first visit,,,No,,3,,,,1,Unbranded Search,2 to 3,0,0,0,0,0,0,0,0
8/10/2014 11:26,United States,Salt Lake City,UT,1280x800,At Arrival and Exit,Products,,Compare pricing,,,,Some of it,,,,,,,,,,,,Other,Never. This is my first visit,,,Somewhat,,3,"Just now, from the website or survey",35-44,Female,2,Unbranded Search,10+,0,1,0,0,0,1,1,0
8/10/2014 11:38,United States,Alexander,AR,1518x853,At Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,Not sure,3,"Just now, from the website or survey",25-34,Female,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/10/2014 12:28,United Kingdom,Guildford,N7,768x1024,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,3,,,,1,Referred,4 to 6,0,1,0,0,0,0,0,0
8/10/2014 15:43,United States,Hurricane,WV,1920x1080,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,In the past year,No,,Somewhat,,3,More than 1 year ago,,,1,Unbranded Search,10+,1,0,1,1,0,0,0,0
8/10/2014 17:14,United States,Norman,OK,768x1024,At Arrival and Exit,Products,Buy from this site,,,,,Some of it,,,,,,,,,Other,,Partially (I was considering it),Health Professional,Never. This is my first visit,,,Somewhat,,3,More than 1 year ago,55-64,Female,1,Unbranded Search,10+,1,0,1,0,0,0,0,0
8/10/2014 18:27,United States,Rock Island,IL,1280x1024,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Relative,Never. This is my first visit,,,Somewhat,,3,,,,2,Branded Search,10+,0,1,0,0,1,0,0,0
8/10/2014 19:37,United States,Carol Stream,IL,768x1024,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Relative,In the past month,"Yes, more than once",In the past year,Somewhat,,4,,,,1,Direct,10+,1,0,0,0,0,0,0,0
8/10/2014 21:36,United States,Kirkland,WA,1280x1024,At Arrival and Exit,Products,,,,,,None of it,,,,,,,,,,None / no uncertainties,,Parent,Never. This is my first visit,,,Yes,,3,"Just now, from the website or survey",,,1,Unbranded Search,10+,0,1,0,0,0,0,0,0
8/10/2014 21:50,Canada,Ottawa,ON,1280x1024,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,,,,Somewhat,,2,,,,1,Unbranded Search,10+,0,0,1,1,0,0,0,0
8/10/2014 23:22,United States,Columbia City,IN,1920x1080,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,4,,,,1,Unbranded Search,2 to 3,0,0,0,0,0,0,0,0
8/11/2014 0:06,United States,Sumter,SC,1440x900,At Arrival and Exit,Products,,,Resources,,,Most or all of it,,,Warranties/product guarantees,Ease of returning (if I am not satisfied with product),,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,In the past hour,25-34,Female,2,Self Referred,0,0,0,0,0,0,0,0,0
8/11/2014 0:31,United States,Kernersville,NC,1366x768,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,3,,,,1,Unbranded Search,10+,1,0,0,0,0,1,1,1
8/11/2014 0:47,United States,Ketchum,ID,1280x800,At Exit,Products,Buy from this site,,,,,,Shipping costs,,,,,,,,,,Yes,Other,,,,No,"Yes, several of them",3,In the past week,55-64,Female,1,Direct,1,0,0,0,0,0,0,0,0
8/11/2014 1:11,Australia,Ultimo,2,1920x1200,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Parent,Never. This is my first visit,,,Somewhat,"Yes, several of them",4,"Just now, from the website or survey",,,2,Unbranded Search,10+,0,0,0,0,0,0,0,0
8/11/2014 5:40,Australia,Brisbane,4,1366x768,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Partially (I was considering it),Teacher,Never. This is my first visit,,,Somewhat,,4,,,,1,Unbranded Search,10+,0,0,0,1,0,0,0,0
8/11/2014 8:28,Australia,Hawthorn,7,1600x900,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,,,,,1,Referred,10+,0,1,0,0,0,1,0,0
8/11/2014 9:56,Australia,Adelaide,5,1600x900,At Arrival Only,,,,,,Other,,,,,,,,,,,,,Other,Never. This is my first visit,,,,,1,,,,1,Unbranded Search,1,0,0,0,0,1,0,0,0
8/11/2014 10:29,United States,,NY,1366x768,At Arrival and Exit,Products,,,,,,Some of it,,,,,,,,,,,,Other,Never. This is my first visit,,,No,,3,,,,1,Referred,4 to 6,1,0,0,0,0,0,0,0
8/11/2014 12:36,United States,,FL,1440x900,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Yes,Health Professional,Never. This is my first visit,,,No,,5,,,,1,Unbranded Search,10+,0,1,0,0,0,0,1,1
8/11/2014 12:53,United States,Green Bay,WI,1280x1024,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Parent,Never. This is my first visit,,,Yes,Not sure,4,,,,1,Unbranded Search,10+,1,0,0,0,0,0,1,1
8/11/2014 13:11,United States,Dekalb,IL,1366x768,At Exit,,,,Resources,,,Most or all of it,,,,Ease of returning (if I am not satisfied with product),,Whether this is right for my child,,Product effectiveness/will it work,,,,Parent,Never. This is my first visit,,,,,3,"Just now, from the website or survey",35-44,Female,1,Unbranded Search,10+,0,0,0,0,1,0,0,0
8/11/2014 13:35,United States,Kennesaw,GA,1600x900,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Health Professional,In the past month,"Yes, more than once",In the past year,Somewhat,,3,,,,1,Unbranded Search,2 to 3,1,1,0,0,0,0,0,0
8/11/2014 13:42,United States,Bridgeport,CT,1280x800,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Parent,,,,,,,,,,1,Referred,10+,1,0,0,0,0,0,0,0
8/11/2014 14:02,United States,Augusta,ME,1280x1024,At Arrival Only,,,,,Order info,,,,,,,,,,,,,,Other,In the past month,No,,,,3,,,,1,Branded Search,4 to 6,0,0,0,0,0,0,0,0
8/11/2014 14:05,United States,Phoenix,AZ,1280x1024,At Exit,Products,,Compare pricing,,,,Most or all of it,,,,,,,,,,,,Health Professional,More than a year ago,"Yes, once",,Yes,"Yes, several of them",3,,,,1,Unbranded Search,4 to 6,0,0,0,0,0,0,0,0
8/11/2014 14:12,United States,Washington,DC,1280x800,At Arrival and Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Health Professional,In the past year,"Yes, more than once",In the past year,Yes,,3,More than 1 year ago,35-44,Female,2,Direct,10+,1,0,0,1,0,1,1,1
8/11/2014 14:13,United States,Tooele,UT,1680x1050,At Arrival Only,,,,,,Other,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,3,,,,1,Unbranded Search,4 to 6,0,1,0,0,0,0,0,0
8/11/2014 14:28,United States,Wilmington,DE,2560x1440,At Arrival and Exit,Products,Buy from this site,,,,,Some of it,Shipping costs,,,,,Whether this is right for my child,,,,,Partially (I was considering it),Parent,In the past week,"Yes, once",In the past year,Somewhat,,4,More than 1 year ago,35-44,Female,4,Direct,10+,1,1,1,1,0,0,1,1
8/11/2014 15:20,Canada,Edmonton,AB,1360x768,At Arrival Only,,,,Resources,,,,,,,,,,,,,,,Health Professional,In the past week,No,,,,,,,,1,Unbranded Search,1,0,0,0,0,0,0,0,0
8/11/2014 15:30,United States,Pittsford,NY,1093x614,At Exit,Products,,,,,,Some of it,,,,,,,,Product effectiveness/will it work,,,,Health Professional,Never. This is my first visit,,,Yes,Not sure,3,"Just now, from the website or survey",,,1,Unbranded Search,7 to 9,0,1,0,0,0,0,0,0
8/11/2014 16:22,United States,Kirkland,WA,1920x1200,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,,3,"Just now, from the website or survey",35-44,Female,3,Unbranded Search,2 to 3,0,0,0,0,0,0,0,0
8/11/2014 16:50,United States,Hendersonville,TN,1920x1080,At Exit,Products,,Compare pricing,,,,Most or all of it,,,,,,,,,,,,Parent,In the past year,No,,Somewhat,"Yes, several of them",4,In the past year,35-44,Female,3,Unbranded Search,2 to 3,0,0,0,0,0,0,0,0
8/11/2014 16:52,United States,Saint Louis,MO,1440x900,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,In the past year,"Yes, once",More than a year ago,Somewhat,"Yes, several of them",4,,,,1,Unbranded Search,10+,1,0,1,0,0,0,1,1
8/11/2014 17:18,United States,Killeen,TX,1440x900,At Exit,Products,Buy from this site,,Resources,Order info,,Some of it,,,,,,,,,,,Partially (I was considering it),Parent,In the past week,No,,Somewhat,Not sure,3,,,,2,Unbranded Search,10+,1,1,1,0,1,1,1,0
8/11/2014 17:36,South Africa,Johannesburg,6,1366x768,At Exit,,,,,,Other,Most or all of it,,,,,,,,,,,,Relative,Never. This is my first visit,,,,,3,"Just now, from the website or survey",55-64,Female,1,Unbranded Search,4 to 6,0,0,0,0,0,0,0,0
8/11/2014 18:34,United States,Red Bank,NJ,1536x864,At Arrival Only,Products,Buy from this site,Compare pricing,,,,,,,,,,,,,,,Partially (I was considering it),Health Professional,In the past week,No,,Somewhat,,4,,,,2,Unbranded Search,4 to 6,1,0,0,0,0,0,0,0
8/11/2014 18:51,United States,Royal Oak,MI,768x1024,At Exit,,,Compare pricing,,,,Most or all of it,,,,,,,,,,,,Parent,In the past week,No,,Yes,"Yes, several of them",5,,Less than 18,Male,11,Unbranded Search,10+,1,0,0,0,1,0,0,0
8/11/2014 19:39,United States,Eugene,OR,1920x1080,At Arrival and Exit,,,,Resources,,,Most or all of it,,,,,,,Product durability/quality,,,,,Teacher,Never. This is my first visit,,,,,3,"Just now, from the website or survey",45-54,Female,1,Referred,4 to 6,1,0,0,0,1,0,0,0
8/11/2014 19:43,United States,Trappe,MD,1440x900,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,Somewhat,,3,,,,3,Self Referred,4 to 6,0,0,0,0,1,0,0,0
8/11/2014 21:03,United States,Brooklyn,NY,768x1024,At Exit,Products,,Compare pricing,Resources,,,Most or all of it,,,,,,,,,,,,Relative,,,,Somewhat,"Yes, several of them",3,,,,1,Unbranded Search,10+,0,0,0,1,0,0,0,0
8/11/2014 21:17,Australia,Melbourne,7,1152x720,At Exit,,Buy from this site,,,,,Most or all of it,,,,,Product safety,,Product durability/quality,,,,Partially (I was considering it),Parent,In the past month,No,,No,"Yes, one of them",4,In the past year,35-44,Male,1,Direct,10+,0,1,0,1,0,1,1,1
8/11/2014 21:23,United States,Bemidji,MN,768x1024,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Health Professional,In the past month,"Yes, more than once",In the past year,Somewhat,,3,,,,1,Email,1,0,0,0,0,0,0,0,0
8/11/2014 21:53,United States,Tujunga,CA,768x1024,At Arrival and Exit,Products,Buy from this site,,,,,Most or all of it,Shipping costs,Fast delivery,,Ease of returning (if I am not satisfied with product),,,,Product effectiveness/will it work,,,Partially (I was considering it),Health Professional,Never. This is my first visit,,,Somewhat,,3,In the past hour,25-34,Female,1,Unbranded Search,10+,1,0,1,0,0,0,0,0
8/11/2014 22:02,United States,Greenville,NC,1680x1050,At Exit,,,Compare pricing,,,,Most or all of it,Shipping costs,,,,,,Product durability/quality,,,,,Health Professional,In the past month,"Yes, once",In the past year,Somewhat,Not sure,3,In the past year,35-44,Female,2,Social,4 to 6,0,0,0,0,0,1,0,0
8/11/2014 22:26,United States,Fort Smith,AR,1366x768,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,,,,,None / no uncertainties,,Health Professional,In the past month,"Yes, more than once",In the past year,Somewhat,,4,More than 1 year ago,45-54,Female,1,Unbranded Search,2 to 3,1,0,0,0,0,0,0,0
8/11/2014 23:48,United States,Chicago,IL,1366x768,At Exit,Products,Buy from this site,Compare pricing,,,,Most or all of it,,,,,,,,,,,Yes,Parent,Never. This is my first visit,,,,,,,,,1,Unbranded Search,10+,0,1,1,0,1,0,0,0
8/12/2014 0:06,United States,Columbiana,OH,1600x900,At Arrival and Exit,,,,,,Other,Some of it,,,,,,Whether this is right for my child,Product durability/quality,,,,,Teacher,Never. This is my first visit,,,,,3,In the past hour,25-34,Female,1,Unbranded Search,10+,1,0,1,0,0,0,0,0
8/12/2014 0:06,United States,Surprise,AZ,1366x768,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Health Professional,In the past year,"Yes, more than once",In the past year,Yes,"Yes, several of them",5,More than 1 year ago,45-54,Female,1,Direct,10+,1,1,1,0,1,1,1,1
8/12/2014 0:31,United States,Largo,FL,1600x900,At Arrival and Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Parent,Never. This is my first visit,,,Somewhat,,4,In the past hour,,Female,3,Direct,2 to 3,0,0,0,0,0,0,0,0
8/12/2014 1:14,United States,Arlington,TX,1366x768,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,Yes,,5,,,,1,Unbranded Search,10+,1,0,0,0,0,0,1,1
8/12/2014 1:46,Australia,Canberra,1,1680x1050,At Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,In the past month,No,,,,,,,,1,Unbranded Search,7 to 9,1,0,0,0,0,0,0,0
8/12/2014 5:40,India,Guntur,2,1366x768,At Exit,,,,Resources,,,Some of it,Shipping costs,,Warranties/product guarantees,,,,Product durability/quality,,,,,Parent,Never. This is my first visit,,,,,3,"Just now, from the website or survey",45-54,Male,1,Unbranded Search,4 to 6,1,0,0,0,0,0,0,0
8/12/2014 7:08,Malta,San Gwann,0,1366x768,At Arrival Only,Products,Buy from this site,,,,,,,,,,,,,,,,No,Parent,Never. This is my first visit,,,Yes,,3,,,,2,Branded Search,2 to 3,1,1,0,0,0,0,0,0
8/12/2014 9:04,United States,S Central Washington Co,ME,1920x1080,At Exit,Products,Buy from this site,,,,,Most or all of it,,Fast delivery,,,Product safety,Whether this is right for my child,,Product effectiveness/will it work,,,No,Parent,In the past year,"Yes, once",In the past year,Somewhat,"Yes, several of them",4,In the past year,25-34,Female,2,Unbranded Search,10+,0,1,1,0,0,0,0,0
8/12/2014 10:23,United States,Billings,MT,1280x800,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Other,In the past month,"Yes, more than once",In the past month,Yes,,4,,,,1,Direct,10+,1,0,0,0,0,1,1,1
8/12/2014 10:41,United States,Lincoln,NE,1920x1080,At Arrival Only,Products,,Compare pricing,,,,,,,,,,,,,,,,Parent,Never. This is my first visit,,,,,,,,,2,Unbranded Search,4 to 6,0,1,0,0,0,0,0,0
8/12/2014 11:17,United States,Scranton,PA,1366x768,At Arrival Only,,Buy from this site,,,,,,,,,,,,,,,,Yes,Parent,Never. This is my first visit,,,Somewhat,,4,,,,1,Unbranded Search,4 to 6,0,0,1,0,1,0,0,0
8/12/2014 12:32,United States,Fargo,ND,1024x600,At Exit,Products,Buy from this site,,,,,Most or all of it,,,,,,Whether this is right for my child,Product durability/quality,,,,Yes,Parent,In the past month,"Yes, once",In the past year,Yes,Not sure,3,In the past year,35-44,Female,1,Unbranded Search,7 to 9,0,0,1,0,0,0,0,0
8/12/2014 13:28,United States,Grand Haven,MI,1441x810,At Arrival and Exit,,Buy from this site,Compare pricing,Resources,,,Some of it,,,,,,,,,,,Partially (I was considering it),Parent,In the past week,No,,Somewhat,,3,In the past year,Less than 18,Female,1,Direct,2 to 3,0,0,0,0,0,0,0,0
8/12/2014 14:18,United Kingdom,London,H9,1366x768,At Exit,Products,,,,,,None of it,Shipping costs,,,,,,,,,,,Relative,Never. This is my first visit,,,No,Not sure,3,,65 or older,Female,1,Referred,1,0,1,0,0,0,0,0,0
8/12/2014 14:30,Canada,Montréal,QC,1093x614,At Arrival and Exit,Products,Buy from this site,Compare pricing,,,,Most or all of it,Shipping costs,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,Somewhat,,3,In the past hour,25-34,Female,1,Referred,7 to 9,0,0,1,0,0,0,0,0
8/12/2014 14:41,United States,Midland,MI,1280x800,At Arrival Only,Products,Buy from this site,,Resources,,,,,,,,,,,,,,Partially (I was considering it),Parent,Never. This is my first visit,,,No,,3,,,,1,Social,2 to 3,1,0,0,0,0,0,0,0
8/12/2014 15:00,United States,Geneva,NY,1024x768,At Exit,,,,,,Other,Most or all of it,,,,,,,,,,None / no uncertainties,,Other,Never. This is my first visit,,,,,4,"Just now, from the website or survey",25-34,Female,1,Unbranded Search,2 to 3,0,0,1,0,0,0,0,0
8/12/2014 15:03,South Africa,Durban,2,1360x768,At Arrival and Exit,,,,Resources,,,Most or all of it,Shipping costs,,,,,Whether this is right for my child,,Product effectiveness/will it work,,,,Health Professional,Never. This is my first visit,,,,,2,"Just now, from the website or survey",18-24,Female,1,Unbranded Search,1,0,0,0,1,0,0,0,0
8/12/2014 15:07,United States,Stillwater,OK,1920x1080,At Exit,,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Health Professional,Never. This is my first visit,,,Yes,"Yes, several of them",5,In the past week,25-34,Female,3,Direct,4 to 6,1,0,0,0,0,0,1,1
8/12/2014 15:37,United States,Worcester,MA,1280x800,At Exit,Products,Buy from this site,Compare pricing,Resources,,,Most or all of it,,,,,,,,,,None / no uncertainties,Partially (I was considering it),Health Professional,Never. This is my first visit,,,No,"Yes, several of them",3,More than 1 year ago,25-34,Female,1,Unbranded Search,4 to 6,1,0,0,1,0,0,0,0
8/12/2014 15:48,United States,East Bernard,TX,1680x1050,At Exit,Products,Buy from this site,,,,,Most or all of it,,,,,,,,,,,Yes,Parent,In the past month,"Yes, more than once",,Yes,"Yes, several of them",5,In the past year,45-54,Female,1,Direct,7 to 9,1,0,0,0,0,1,1,1
8/12/2014 15:52,United States,Bensalem,PA,768x1024,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Relative,Never. This is my first visit,,,,,,,,,3,Direct,7 to 9,0,0,0,1,1,0,0,0
8/12/2014 17:44,United States,Springfield,OR,854x534,At Arrival Only,Products,Buy from this site,,Resources,,,,,,,,,,,,,,Partially (I was considering it),Parent,In the past year,"Yes, once",More than a year ago,Yes,,5,,,,1,Branded Search,4 to 6,1,0,0,0,0,0,0,0
8/12/2014 18:09,United States,Dallas,TX,768x1024,At Exit,Products,Buy from this site,,,,,Some of it,,,Warranties/product guarantees,Ease of returning (if I am not satisfied with product),,Whether this is right for my child,,Product effectiveness/will it work,,,Partially (I was considering it),Parent,In the past month,No,,Somewhat,Not sure,4,In the past year,35-44,Female,1,Branded Search,7 to 9,1,0,0,0,0,0,1,0
8/12/2014 20:58,United States,Holbrook,NY,1680x1050,At Arrival Only,Products,,,,,,,,,,,,,,,,,,Parent,In the past month,No,,,,,,,,2,Unbranded Search,10+,1,0,1,1,0,0,0,0
8/12/2014 22:03,United States,Noblesville,IN,768x1024,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Health Professional,In the past month,"Yes, more than once",In the past year,Yes,"Yes, several of them",4,More than 1 year ago,45-54,Female,3,Social,2 to 3,1,0,0,0,0,0,0,0
8/12/2014 22:20,United States,Raleigh,NC,768x1024,At Arrival Only,Products,,,Resources,,,,,,,,,,,,,,,Teacher,In the past year,"Yes, once",More than a year ago,No,,3,,,,1,Unbranded Search,10+,1,0,0,1,0,0,0,0
8/12/2014 22:44,United States,Fort Collins,CO,1440x900,At Exit,Products,,,,,,Most or all of it,,,,,,,,,,,,Health Professional,Never. This is my first visit,,,Somewhat,"Yes, several of them",4,In the past week,,,3,Unbranded Search,10+,1,0,0,0,1,0,0,0
8/12/2014 22:49,United States,Jacksonville,FL,1440x900,At Exit,Products,,,,,,Some of it,,,,,,,,,,,,Parent,In the past month,No,,No,Not sure,2,,,,1,Direct,4 to 6,1,0,1,1,0,0,0,0
